RUN_ID;success/collision;planned_path;traveled_path;time_taken;path_efficiency;time_effiency
1;success;0.8120076755702936;0.9300854987124642;13.262052350000886;0.8730462701486821;0.07013133971774753
2;success;0.5430398895574143;0.4910965554255341;18.702886643000966;1.105770104795118;0.02625779457468472
3;success;1.7494159298276981;1.971593385751747;16.732655286999943;0.8873107114632894;0.11782908043791063
4;success;3.4793820617803175;3.348527892843687;20.46250333699936;1.0390781182430302;0.16364214278655886
5;success;2.298266259942806;2.109900810568953;18.931737261000308;1.0892769216592029;0.11144781809936606
6;success;2.106307104804399;2.3448738341526543;21.62190623800052;0.8982603132528604;0.10844898726050048
7;success;2.2008185022792333;2.2675720461656845;19.671874797000783;0.9705616657255379;0.1152697477777463
8;success;1.8106519670096528;1.2523728397210927;15.131773768998755;1.4457770957512066;0.08276444380148569
9;success;3.2735700938079124;3.0253043631805854;20.26178988999891;1.0820630590590623;0.1493108150664348
10;success;2.4532678325721218;2.652036966623774;23.341625989000022;0.9250503908681562;0.11361834723397476
11;success;0.9344498959111073;0.9376271220306379;16.612330599000416;0.9966114182867816;0.056441636316042015
12;success;0.7599050882236116;0.4492174404102587;10.292571382999085;1.6916197366015218;0.04364482146339646
13;success;1.8342933538707897;2.003531554840456;16.79198536900003;0.9155300546373761;0.11931475110377415
14;success;3.4859656826090735;3.2651700005284994;20.002510833999622;1.0676214965973705;0.16323800684954354
15;success;3.0618740262085917;3.0077156923211392;22.99264256999959;1.0180064671756448;0.13081209274507472
16;success;2.206643770224991;2.3937237538011202;22.08194293899942;0.9218456251357096;0.1084018630250833
17;success;2.3707345394578843;2.24086319895252;17.13286892999895;1.0579559433017027;0.13079322605619545
18;success;1.755442102718554;1.28575172667682;16.262043287999404;1.3653040989925056;0.07906458640567278
19;success;3.377839232731961;3.0732489998437664;23.19224892300008;1.0991101706707394;0.13251190128422527
20;success;2.4955331629095667;2.4655394513208306;20.282829996000146;1.0121651720367597;0.121557960689265
21;success;0.9321702660165074;0.9845314453822059;11.592532173999643;0.9468161432412437;0.08492807529923153
22;collision;;;;;
23;collision;;;;;
24;success;7.209894716509069;8.356318771081165;47.73250002500026;0.8628075249427365;0.1750656003080601
25;success;2.415436728066966;2.2122236266134307;18.532704019000448;1.0918592040193615;0.11936863742848174
26;success;2.534617022745197;2.517264153993249;19.992539258999386;1.006893543025439;0.12591017686060738
27;success;2.244843961598411;2.2942876626118363;18.602640893999705;0.9784492146215275;0.12333128805124977
28;success;1.6817330255031262;1.226542545256359;14.542050146999827;1.3711167476474517;0.08434454102810306
29;success;3.3257630675703664;3.034739979701347;21.681579127998702;1.095897206948735;0.13996858631862327
30;success;2.5534650466409805;2.473539145536864;18.864319378999426;1.0323123655626518;0.13112262869608296
31;success;0.9321702660165074;0.9106789278867787;10.861379040999964;1.023599248287867;0.08384560785965685
32;success;0.65517331972855;1.0301885992739055;37.68252218100133;0.6359741509373403;0.0273386318019154
33;success;1.8153890001934876;1.9185414168981805;18.804174351000256;0.9462339380343087;0.10202742120374601
34;success;3.447082963560349;3.2660220379760077;21.06232324100165;1.0554377537809103;0.15506466217449844
35;success;2.3371243914696875;2.086711585476689;17.552693825999086;1.1200035537904938;0.11888269721801036
36;success;2.1546245577651275;2.3333033511326993;20.263032692000706;0.9234223902859299;0.1151507470080638
37;success;2.336922746034138;2.3265250009451837;28.543432225998913;1.0044692170016356;0.0815082426851967
38;success;1.9341935330593432;1.359356450310942;17.26262872799998;1.4228744290115456;0.07874562279764878
39;success;3.144051695341884;3.210401732642798;29.062728996999795;0.9793327929566326;0.11046456556004133
40;success;2.426164303705889;2.486719111076937;19.063951932001146;0.975648714363713;0.13044090333141675
41;success;0.897064256067182;1.0478603072086918;18.723443287999544;0.8560914559850035;0.055965149737190654
42;success;0.48033418033478326;0.645572670552568;14.612925502999133;0.7440435480697295;0.04417819487412508
